Timestamp,Lo primero: donde cursas la MAYORIA de tus clases?,¿En que horario cursas esa mayoría?,¿Qué medio de transporte  usás para llegar a la sede la mayoría de las veces?,Caminando...,En bici...,En moto...,En bondi...,¿Qué líneas tomás?,En tren...,¿Que líneas de tren tomás?,En auto...,"En remis, Uber, etc...",En combi...,¿Qué otro medio de transporte  usás para llegar a las sedes?,Caminando...,En bici...,En moto...,En bondi...,¿Qué líneas tomás?,En tren...,¿Que líneas de tren tomás?,En auto...,"En remis, Uber, etc...",En combi...,"Para finalizar, moverte hacia/desde la Universidad, te hizo considerar alguna de las siguientes opciones?"
28/05/2026 07:28:46,Sede Pellegrini,Turno Mañana,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... no respetan horarios",520,,,,,,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... no respetan horarios",520,,,,,,"Tengo que conseguir trabajo, es muy caro viajar, Necesito salir antes de casa"
26/05/2026 19:43:57,Sede Pellegrini,Turno Mañana,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... no respetan horarios, ... no respetan paradas/recorridos","El 520 que sale de Derqui,que hay muy poco horarios que te llevan hasta la Uni",,,,,,Voy caminando,"... el trayecto hasta la sede se me hace lejano, ... el tránsito por zonas es peligroso (riesgo de accidentes)",,,,,,,,,,"Tengo que conseguir trabajo, es muy caro viajar, Necesito salir antes de casa"
27/05/2026 07:46:00,Sede Parque Industrial,Turno Mañana,Voy en auto (propio o me llevan/traen),,,,,,,,"... el trayecto hasta la sede se me hace lejano, ... me lleva mucho presupuesto",,,Voy en tren,,,,,,"... la zona donde transito es peligrosa (robos, etc), ... me lleva mucho tiempo, ... me lleva mucho presupuesto",Me tomo un colectivo y el tren San Martín ,,,,"Tengo que conseguir trabajo, es muy caro viajar"
27/05/2026 11:29:32,Sede Pellegrini,Mixto: Tengo clases en varios turnos miti miti,Voy en auto (propio o me llevan/traen),,,,,,,,los cambios lentos en los semáforos complican la entrada a la uni ,,,Voy en auto de un servicio pago remis/taxi/Uber/Didi,,,,,,,,,... me lleva mucho presupuesto,,Tengo que evitar -tal zona- en -tal horario-
26/05/2026 14:22:59,Sede Pellegrini,Turno Tarde,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... no respetan horarios, ... no tienen carteles claros",501 o 520,,,,,,No uso otro medio de transporte,,,,,,,,,,,Necesito salir antes de casa
27/05/2026 15:04:14,Sede Parque Industrial,Turno Mañana,Voy en colectivo,,,,"... el trayecto hasta la sede se me hace lejano, ... no respetan horarios, ... no tienen carteles claros",510,,,,,,Voy en auto de un servicio pago remis/taxi/Uber/Didi,,,,,,,,,... me lleva mucho presupuesto,,"Tengo que conseguir trabajo, es muy caro viajar, Necesito salir antes de casa"
27/05/2026 17:59:34,Sede Pellegrini,Turno Tarde,Voy en colectivo,,,,Siempre tanto la ida como la vuelta se traba en el puente de la 25,350 y 501/503,,,,,,No uso otro medio de transporte,,,,,,,,,,,Necesito salir antes de casa
26/05/2026 22:00:41,Sede Pellegrini,Turno Tarde,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... no respetan horarios, ... no tienen carteles claros",350 y 501,,,,,,No uso otro medio de transporte,,,,,,,,,,,"Tengo que conseguir trabajo, es muy caro viajar, Necesito salir antes de casa"
27/05/2026 18:20:27,Sede Parque Industrial,Turno Tarde,Voy en colectivo,,,,... me lleva mucho tiempo,510,,,,,,Voy en tren,,,,,,,,,,,No voy a poder seguir cursando
27/05/2026 18:21:06,Sede Pellegrini,Mixto: Tengo clases en varios turnos miti miti,Voy en tren,,,,,,"No tengo ningún problema en particular, hago conexión tren y colectivo de ida, colectivo y tren de vuelta.",Sarmiento ,,,,Voy en colectivo,,,,... me lleva mucho tiempo,501/503. 275. 520,,,,,,"Necesito salir antes de casa, Tengo que evitar -tal zona- en -tal horario-"
27/05/2026 18:23:05,Sede Pellegrini,Turno Tarde,Voy en tren,,,,,,... me quedo sin trenes/se cancela el servicio seguido,San Martin ,,,,Voy en colectivo,,,,... no me reconocen el boleto universitario municipal,"740 , 520, 276",,,,,,Enfermedad padres 
27/05/2026 18:28:24,Sede Pellegrini,Turno Tarde,Voy en colectivo,,,,"... no respetan horarios, ... no tienen carteles claros",,,,,,,Voy en auto de un servicio pago remis/taxi/Uber/Didi,,,,,,,,,... me lleva mucho presupuesto,,Necesito salir antes de casa
26/05/2026 14:52:07,,,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... no respetan horarios, ... no tienen carteles claros, ... no respetan paradas/recorridos",,,,,,,No uso otro medio de transporte,,,,,,,,,,,Tengo que evitar -tal zona- en -tal horario-
26/05/2026 10:23:04,Sede Pellegrini,Mixto: Tengo clases en varios turnos miti miti,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... no tienen carteles claros",520 y 503,,,,,,Voy en tren,,,,,,,,,,,Necesito salir antes de casa
26/05/2026 15:18:17,Sede Pellegrini,Mixto: Tengo clases en varios turnos miti miti,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... tuve experiencias de episodios de violencia/acoso hacia mi persona, ... no respetan horarios","520,510",,,,,,Voy en tren,,,,,,... me lleva mucho presupuesto,San Martin ,,,,"Tengo que conseguir trabajo, es muy caro viajar, Necesito salir antes de casa"
28/05/2026 07:28:29,Sede Pellegrini,Turno Mañana,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... tuve experiencias de episodios de violencia/acoso hacia mi persona, ... no respetan horarios",520,,,,,,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... no respetan horarios",520,,,,,,Necesito salir antes de casa
26/05/2026 23:26:05,Sede Pellegrini,Mixto: Tengo clases en varios turnos miti miti,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... tuve experiencias de episodios de violencia/acoso hacia mi persona, ... no respetan horarios, ... no tienen carteles claros, ... no respetan paradas/recorridos",503-510-203,,,,,,Voy caminando,"... el tránsito por zonas es peligroso (riesgo de accidentes), ... la zona donde transito es peligrosa (robos, etc), ... me lleva mucho tiempo",,,,,,,,,,"Tengo que conseguir trabajo, es muy caro viajar, Voy a pedir prestado para poder seguir viniendo este mes, Necesito salir antes de casa, Tengo que comentarlo con mi coordinador/profes, Tengo que evitar -tal zona- en -tal horario-"
28/05/2026 11:00:20,Sede Pellegrini,Turno Tarde,Voy moto,,,"... el trayecto hasta la sede se me hace lejano, ... el tránsito por zonas es peligroso  (riesgo de accidentes)",,,,,,,,Voy en colectivo,,,,"... el trayecto hasta la sede se me hace lejano, ... me lleva mucho tiempo, ... no me reconocen el boleto universitario municipal, ... no respetan horarios",256 hasta escobar. luego el metro pol o 228 a campana,,,,,,"Tengo que mudarme más cerca de las sedes, Necesito salir antes de casa, tengo que salir antes de mi trabajo. pierdo media jornada laboral para poder asistir. que afecta mi economia"
28/05/2026 12:43:09,Sede Pellegrini,Turno Mañana,Voy en colectivo,,,,"... el trayecto hasta la sede se me hace lejano, ... no respetan horarios",520,,,,,,No uso otro medio de transporte,,,,,,,,,,,"Tengo que conseguir trabajo, es muy caro viajar, Necesito salir antes de casa, Tengo que evitar -tal zona- en -tal horario-"
28/05/2026 13:00:02,Sede Parque Industrial,Turno Mañana,Voy en tren,,,,,,"... el trayecto hasta la sede se me hace lejano, ... me lleva mucho tiempo, ... me lleva mucho presupuesto, Uso colectivo, tren y otro colectivo. Martes sede central y jueves sede la montonera del parque industrial ",San Martin ,,,,Voy en colectivo,,,,"... el trayecto hasta la sede se me hace lejano, ... me lleva mucho tiempo, ... me lleva mucho presupuesto, ... no me reconocen el boleto universitario municipal, ... no respetan horarios, ... no tienen carteles claros, ... no respetan paradas/recorridos, Recorte de frecuencias en tren y colectivo que no tienen claro si van hasta la universidad de pilar y sede de parque industrial ",463/237 / tren San Martin/ 510/ 275 a sedes. ,,,,,,"Tengo que conseguir trabajo, es muy caro viajar, Tengo que mudarme más cerca de las sedes, Necesito salir antes de casa, Tengo que comentarlo con mi coordinador/profes, Considerar las llegadas tardes por transporte/ tomar lista de presentismo cuando finalice la cursada "
26/05/2026 08:16:33,Sede Pellegrini,Turno Tarde,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... tuve experiencias de episodios de violencia/acoso hacia mi persona, ... no respetan paradas/recorridos",511 510 520,,,,,,No uso otro medio de transporte,,,,,,,,,,,Tengo que comentarlo con mi coordinador/profes
28/05/2026 18:02:19,Sede Pellegrini,Turno Noche,Voy en colectivo,,,,... no me reconocen el boleto universitario municipal,520,,,,,,No uso otro medio de transporte,,,,,,,,,,,Tengo que evitar -tal zona- en -tal horario-
28/05/2026 18:15:31,Sede Pellegrini,Turno Tarde,Voy en colectivo,,,,"... no me reconocen el boleto universitario municipal, ... tuve experiencias de episodios de violencia/acoso hacia mi persona",511 510,,,,,,No uso otro medio de transporte,,,,,,,,,,,Tengo que comentarlo con mi coordinador/profes
28/05/2026 18:19:47,Sede Pellegrini,Turno Noche,Voy en colectivo,,,,"... el trayecto hasta la sede se me hace lejano, ... el tránsito por zonas es peligroso  (riesgo de accidentes), ... me lleva mucho tiempo, ... no respetan paradas/recorridos","203, 51, 57",,,,,,Voy en auto de un servicio pago remis/taxi/Uber/Didi,,,,,,,,,"... el trayecto hasta la sede se me hace lejano, .. me lleva mucho tiempo, ... me lleva mucho presupuesto",,"Tengo que mudarme más cerca de las sedes, Tengo que comentarlo con mi coordinador/profes"
28/05/2026 22:59:08,Sede Pellegrini,Turno Mañana,Voy en colectivo,,,,"... me lleva mucho presupuesto, ... no me reconocen el boleto universitario municipal",520 - 276,,,,,,Voy en tren,,,,,,,,,,,
08/06/2026 00:45:15,Sede Pellegrini,Turno Tarde,Voy en bici,,,,,,,,,,,No uso otro medio de transporte,,,,,,,,,,,Necesito salir antes de casa
08/06/2026 11:02:29,Sede Pellegrini,Turno Tarde,Voy en tren,,,,,,... me lleva mucho presupuesto,Tren San Martín ,,,,Voy en colectivo,,,,"... me lleva mucho presupuesto, ... no me reconocen el boleto universitario municipal","501, 503 o 276",,,,,,"Tengo que conseguir trabajo, es muy caro viajar, Necesito salir antes de casa"
